,name,inchi,mult
290,SC4H8OH-1,"InChI=1S/C4H9O/c1-3-4(2)5/h4-5H,2-3H2,1H3",2
291,SC4H8OH-3,"InChI=1S/C4H9O/c1-3-4(2)5/h3-5H,1-2H3",2
292,C4H71-3OH,"InChI=1S/C4H8O/c1-3-4(2)5/h3-5H,1H2,2H3",1
293,C4H71-4OH,"InChI=1S/C4H8O/c1-2-3-4-5/h2,5H,1,3-4H2",1
294,C4H71-1OH,"InChI=1S/C4H8O/c1-2-3-4-5/h3-5H,2H2,1H3",1
295,C4H71-2OH,"InChI=1S/C4H8O/c1-3-4(2)5/h5H,2-3H2,1H3",1
296,C4H72-1OH,"InChI=1S/C4H8O/c1-2-3-4-5/h2-3,5H,4H2,1H3",1
297,C4H72-2OH,"InChI=1S/C4H8O/c1-3-4(2)5/h3,5H,1-2H3",1
298,SQC4H8OP,"InChI=1S/C4H9O3/c1-2-4(3-5)7-6/h4,6H,2-3H2,1H3",2
299,PQC4H8OS,"InChI=1S/C4H9O3/c1-2-4(5)3-7-6/h4,6H,2-3H2,1H3",2
300,PQC4H7OHS-3,"InChI=1S/C4H9O3/c1-2-4(5)3-7-6/h2,4-6H,3H2,1H3",2
301,NC4KET12OH,"InChI=1S/C4H8O2/c1-2-4(6)3-5/h3-4,6H,2H2,1H3",1
302,SQC4H7OHS-4,"InChI=1S/C4H9O3/c1-3(5)4(2)7-6/h3-6H,1H2,2H3",2
303,SQC4H8OS,"InChI=1S/C4H9O3/c1-3(5)4(2)7-6/h3-4,6H,1-2H3",2
304,NC4KET23OH,"InChI=1S/C4H8O2/c1-3(5)4(2)6/h3,5H,1-2H3",1
305,SC4H8OH-3O2,"InChI=1S/C4H9O3/c1-3(5)4(2)7-6/h3-5H,1-2H3",2
306,CCY(COCC)OH,"InChI=1S/C4H8O2/c1-3-4(5)2-6-3/h3-5H,2H2,1H3",1
307,C4H7O2-1,"InChI=1S/C4H7O/c1-2-3-4-5/h2-3H,4H2,1H3",2
308,C4H6-1,"InChI=1S/C4H6/c1-3-4-2/h1H,4H2,2H3",1
309,AC3H5OCH2,"InChI=1S/C4H7O/c1-3-4-5-2/h3H,1-2,4H2",2
310,SC3H5OCH2-1,"InChI=1S/C4H7O/c1-3-4-5-2/h3-4H,2H2,1H3",2
311,"C8H141-5,3-4","InChI=1S/C8H14/c1-5-7(3)8(4)6-2/h5-8H,1-2H2,3-4H3",1
312,"C8H141-5,3","InChI=1S/C8H14/c1-4-6-7-8(3)5-2/h4-6,8H,2,7H2,1,3H3",1
313,C8H142-6,"InChI=1S/C8H14/c1-3-5-7-8-6-4-2/h3-6H,7-8H2,1-2H3",1
314,"C8H131-5,3-4,TA","InChI=1S/C8H13/c1-5-7(3)8(4)6-2/h5-7H,1-2H2,3-4H3",2
315,"C8H131-5,3,TA","InChI=1S/C8H13/c1-4-6-7-8(3)5-2/h4-6H,2,7H2,1,3H3",2
316,"C8H131-5,3,SA","InChI=1S/C8H13/c1-4-6-7-8(3)5-2/h4-8H,2H2,1,3H3",2
317,"C8H131-5,3,PA","InChI=1S/C8H13/c1-4-6-7-8(3)5-2/h4-6,8H,1-2,7H2,3H3",2
318,"C8H132-6,SA","InChI=1S/C8H13/c1-3-5-7-8-6-4-2/h3-7H,8H2,1-2H3",2
319,"C8H132-6,PA","InChI=1S/C8H13/c1-3-5-7-8-6-4-2/h3-6H,1,7-8H2,2H3",2
320,"C6H101-3,3","InChI=1S/C6H10/c1-4-6(3)5-2/h4-5H,1H2,2-3H3",1
321,"C8H131-5,3-4,TAO","InChI=1S/C8H13O/c1-5-7(3)8(4,9)6-2/h5-7H,1-2H2,3-4H3",2
322,"C8H131-5,3,TAO","InChI=1S/C8H13O/c1-4-6-7-8(3,9)5-2/h4-6H,2,7H2,1,3H3",2
323,"C8H131-5,3,SAO","InChI=1S/C8H13O/c1-4-6-8(9)7(3)5-2/h4-8H,2H2,1,3H3",2
324,"C8H131-5,3,PAO","InChI=1S/C8H13O/c1-3-8(2)6-4-5-7-9/h3-5,8H,1,6-7H2,2H3",2
325,"C8H132-6,SAO","InChI=1S/C8H13O/c1-3-5-7-8(9)6-4-2/h3-6,8H,7H2,1-2H3",2
326,"C8H132-6,PAO","InChI=1S/C8H13O/c1-2-3-4-5-6-7-8-9/h2-3,6-7H,4-5,8H2,1H3",2
327,"C7H111-5,3,6P","InChI=1S/C7H11/c1-4-6-7(3)5-2/h1,4-5,7H,2,6H2,3H3",2
328,"C7H111-5,1P","InChI=1S/C7H11/c1-3-5-7-6-4-2/h1,3-4,6H,5,7H2,2H3",2
329,"C4H64,2-1OH","InChI=1S/C4H7O/c1-2-3-4-5/h2-3,5H,1,4H2",2
330,"C4H63,1-1OH","InChI=1S/C4H7O/c1-2-3-4-5/h2-5H,1H3",2
331,"C4H63,1-3OH","InChI=1S/C4H7O/c1-3-4(2)5/h3,5H,1H2,2H3",2
332,"C4H63,1-2OH","InChI=1S/C4H7O/c1-3-4(2)5/h3,5H,2H2,1H3",2
333,C4H5OH-13,"InChI=1S/C4H6O/c1-2-3-4-5/h2-5H,1H2",1
334,SQC4H7OHP-4,"InChI=1S/C4H9O3/c1-2-4(3-5)7-6/h4-6H,1-3H2",2
335,CY(CCCO)COH,"InChI=1S/C4H8O2/c5-3-4-1-2-6-4/h4-5H,1-3H2",1
336,NC4KET21OH,"InChI=1S/C4H8O2/c1-2-4(6)3-5/h5H,2-3H2,1H3",1
337,C2H5CHOHCO,"InChI=1S/C4H7O2/c1-2-4(6)3-5/h4,6H,2H2,1H3",2
338,CH3COCOHCH3,"InChI=1S/C4H7O2/c1-3(5)4(2)6/h5H,1-2H3",2
339,C2H4COCH2OH,"InChI=1S/C4H7O2/c1-2-4(6)3-5/h2,5H,3H2,1H3",2
340,CH3COHCO,"InChI=1S/C3H4O2/c1-3(5)2-4/h5H,1H3",1
341,CH2COHCHO,"InChI=1S/C3H4O2/c1-3(5)2-4/h2,5H,1H2",1
342,SQC4H7OHP-4O2,"InChI=1S/C4H9O5/c5-3-4(9-7)1-2-8-6/h4-5,7H,1-3H2",2
343,PQC4H7OHS-3O2,"InChI=1S/C4H9O5/c1-3(9-7)4(5)2-8-6/h3-6H,2H2,1H3",2
344,SQC4H7OHS-4O2,"InChI=1S/C4H9O5/c1-3(9-7)4(5)2-8-6/h3-5,7H,2H2,1H3",2
345,"C4H7O2-1,3OOH","InChI=1S/C4H9O5/c1-3(9-7)4(5)2-8-6/h3-4,6-7H,2H2,1H3",2
346,NC4KET13OH-2,"InChI=1S/C4H8O4/c1-3(8-7)4(6)2-5/h2-4,6-7H,1H3",1
347,NC4KET24OH-1,"InChI=1S/C4H8O4/c5-3-4(6)1-2-8-7/h5,7H,1-3H2",1
348,NC4KET24OH-3,"InChI=1S/C4H8O4/c1-3(5)4(6)2-8-7/h4,6-7H,2H2,1H3",1
349,C4H6OHOOH1-4-3,"InChI=1S/C4H8O3/c1-2-4(3-5)7-6/h2,4-6H,1,3H2",1
350,C4H6OHOOH2-2-1,"InChI=1S/C4H8O3/c1-2-4(5)3-7-6/h2,5-6H,3H2,1H3",1
351,C4H6OHOOH1-3-4,"InChI=1S/C4H8O3/c1-2-4(5)3-7-6/h2,4-6H,1,3H2",1
352,C4H6OHOOH1-2-3,"InChI=1S/C4H8O3/c1-3(5)4(2)7-6/h4-6H,1H2,2H3",1
353,HOCH2CHO,"InChI=1S/C2H4O2/c3-1-2-4/h1,4H,2H2",1
354,C4H71-4OOH,"InChI=1S/C4H8O2/c1-2-3-4-6-5/h2,5H,1,3-4H2",1
355,C4H71-4O2,"InChI=1S/C4H7O2/c1-2-3-4-6-5/h2H,1,3-4H2",2
356,C4H61-3OOH4,"InChI=1S/C4H7O2/c1-2-3-4-6-5/h2-3,5H,1,4H2",2
357,C4H6O1-3OOH4,"InChI=1S/C4H7O3/c1-2-4(5)3-7-6/h2,4,6H,1,3H2",2
358,C4H6O2-1OOH4,"InChI=1S/C4H7O3/c5-3-1-2-4-7-6/h1-2,6H,3-4H2",2
359,HOCH2COCH2,"InChI=1S/C3H5O2/c1-3(5)2-4/h4H,1-2H2",2
360,HOCH2CO,"InChI=1S/C2H3O2/c3-1-2-4/h3H,1H2",2
361,HOCHCHO,InChI=1S/C2H3O2/c3-1-2-4/h1-3H,2
362,PC3H4OH-3,"InChI=1S/C3H5O/c1-2-3-4/h2-4H,1H2",2
363,PC3H4OH-1,"InChI=1S/C3H5O/c1-2-3-4/h2,4H,1H3",2
364,CH3COCHOH,"InChI=1S/C3H5O2/c1-3(5)2-4/h2,4H,1H3",2
365,SC2H2OH,"InChI=1S/C2H3O/c1-2-3/h3H,1H2",2
366,PC4H8OH-1,"InChI=1S/C4H9O/c1-2-3-4-5/h4-5H,2-3H2,1H3",2
367,PC4H8OH-3,"InChI=1S/C4H9O/c1-2-3-4-5/h2,5H,3-4H2,1H3",2
368,C4H7O1-4,"InChI=1S/C4H7O/c1-2-3-4-5/h2H,1,3-4H2",2
369,PC4H8OH-4,"InChI=1S/C4H9O/c1-2-3-4-5/h5H,1-4H2",2
370,SC4H8OH-2,"InChI=1S/C4H9O/c1-3-4(2)5/h5H,3H2,1-2H3",2
371,CH2COHCO,"InChI=1S/C3H3O2/c1-3(5)2-4/h5H,1H2",2
372,C4H72-2O2,"InChI=1S/C4H7O2/c1-3-4(2)6-5/h3H,1-2H3",2
373,C4H71-1O2,"InChI=1S/C4H7O2/c1-2-3-4-6-5/h3-4H,2H2,1H3",2
374,C4H71-2O2,"InChI=1S/C4H7O2/c1-3-4(2)6-5/h2-3H2,1H3",2
375,C3H6OH1-1,"InChI=1S/C3H7O/c1-2-3-4/h3-4H,2H2,1H3",2
376,PC4H8OH-2O2,"InChI=1S/C4H9O3/c1-2-4(3-5)7-6/h4-5H,2-3H2,1H3",2
377,SC4H8OH-1O2,"InChI=1S/C4H9O3/c1-2-4(5)3-7-6/h4-5H,2-3H2,1H3",2
378,C4H71-3OOCH3,"InChI=1S/C5H10O2/c1-4-5(2)7-6-3/h4-5H,1H2,2-3H3",1
379,C4H72-1OOCH3,"InChI=1S/C5H10O2/c1-3-4-5-7-6-2/h3-4H,5H2,1-2H3",1
380,C4H6,"InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2",1
381,C4H612,"InChI=1S/C4H6/c1-3-4-2/h4H,1H2,2H3",1
382,C4H6-2,InChI=1S/C4H6/c1-3-4-2/h1-2H3,1
383,C4H5-I,"InChI=1S/C4H5/c1-3-4-2/h3H,1-2H2",2
384,C4H5-N,"InChI=1S/C4H5/c1-3-4-2/h1,3-4H,2H2",2
385,C4H5-2,"InChI=1S/C4H5/c1-3-4-2/h1H2,2H3",2
386,C4H4,"InChI=1S/C4H4/c1-3-4-2/h1,4H,2H2",1
387,C4H3-I,"InChI=1S/C4H3/c1-3-4-2/h1H,2H2",2
388,C4H3-N,InChI=1S/C4H3/c1-3-4-2/h1-3H,2
389,C4H2,InChI=1S/C4H2/c1-3-4-2/h1-2H,1
390,C4H6O25,"InChI=1S/C4H6O/c1-2-4-5-3-1/h1-2H,3-4H2",1
391,C2H3CHOCH2,"InChI=1S/C4H6O/c1-2-4-3-5-4/h2,4H,1,3H2",1
392,C4H4O,"InChI=1S/C4H4O/c1-2-3-4-5/h4H,1H3",1
393,C4H6O23,"InChI=1S/C4H6O/c1-2-4-5-3-1/h1,3H,2,4H2",1
394,CH2CHCHCHO,"InChI=1S/C4H5O/c1-2-3-4-5/h2-4H,1H2",2
395,H2C4O,"InChI=1S/C4H2O/c1-2-4-3-5-4/h1,3H",1
396,NC3H7CHO,"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3",1
397,NC3H7CO,"InChI=1S/C4H7O/c1-2-3-4-5/h2-3H2,1H3",2
398,C3H6CHO-1,"InChI=1S/C4H7O/c1-2-3-4-5/h4H,1-3H2",2
399,C3H6CHO-2,"InChI=1S/C4H7O/c1-2-3-4-5/h2,4H,3H2,1H3",2
400,C3H6CHO-3,"InChI=1S/C4H7O/c1-2-3-4-5/h3-4H,2H2,1H3",2
401,SC3H5CHO,"InChI=1S/C4H6O/c1-2-3-4-5/h2-4H,1H3",1
402,SC3H5CO,"InChI=1S/C4H5O/c1-2-3-4-5/h2-3H,1H3",2
403,C2H5COCH3,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",1
404,C2H5COCH2,"InChI=1S/C4H7O/c1-3-4(2)5/h2-3H2,1H3",2
405,CH2CH2COCH3,"InChI=1S/C4H7O/c1-3-4(2)5/h1,3H2,2H3",2
406,CH3CHCOCH3,"InChI=1S/C4H7O/c1-3-4(2)5/h3H,1-2H3",2
407,C2H3COCH3,"InChI=1S/C4H6O/c1-3-4(2)5/h3H,1H2,2H3",1
408,CH3CHOOCOCH3,"InChI=1S/C4H7O3/c1-3(5)4(2)7-6/h4H,1-2H3",2
409,CH2CHOOHCOCH3,"InChI=1S/C4H7O3/c1-3(5)4(2)7-6/h4,6H,2H2,1H3",2
410,C2H5CHCO,"InChI=1S/C4H6O/c1-2-3-4-5/h3H,2H2,1H3",1
411,NC5H12,"InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",1
412,C5H11-1,"InChI=1S/C5H11/c1-3-5-4-2/h1,3-5H2,2H3",2
413,C5H11-2,"InChI=1S/C5H11/c1-3-5-4-2/h3H,4-5H2,1-2H3",2
414,C5H11-3,"InChI=1S/C5H11/c1-3-5-4-2/h5H,3-4H2,1-2H3",2
415,C5H11O2H-1,"InChI=1S/C5H12O2/c1-2-3-4-5-7-6/h6H,2-5H2,1H3",1
416,C5H11O2H-2,"InChI=1S/C5H12O2/c1-3-4-5(2)7-6/h5-6H,3-4H2,1-2H3",1
417,C5H11O2H-3,"InChI=1S/C5H12O2/c1-3-5(4-2)7-6/h5-6H,3-4H2,1-2H3",1
418,C5H11O2-1,"InChI=1S/C5H11O2/c1-2-3-4-5-7-6/h2-5H2,1H3",2
419,C5H11O2-2,"InChI=1S/C5H11O2/c1-3-4-5(2)7-6/h5H,3-4H2,1-2H3",2
420,C5H11O2-3,"InChI=1S/C5H11O2/c1-3-5(4-2)7-6/h5H,3-4H2,1-2H3",2
421,C5H11O-1,"InChI=1S/C5H11O/c1-2-3-4-5-6/h2-5H2,1H3",2
422,C5H11O-2,"InChI=1S/C5H11O/c1-3-4-5(2)6/h5H,3-4H2,1-2H3",2
423,C5H11O-3,"InChI=1S/C5H11O/c1-3-5(6)4-2/h5H,3-4H2,1-2H3",2
424,C5H10OOH1-2,"InChI=1S/C5H11O2/c1-2-3-4-5-7-6/h4,6H,2-3,5H2,1H3",2
425,C5H10OOH1-3,"InChI=1S/C5H11O2/c1-2-3-4-5-7-6/h3,6H,2,4-5H2,1H3",2
426,C5H10OOH1-4,"InChI=1S/C5H11O2/c1-2-3-4-5-7-6/h2,6H,3-5H2,1H3",2
427,C5H10OOH1-5,"InChI=1S/C5H11O2/c1-2-3-4-5-7-6/h6H,1-5H2",2
428,C5H10OOH2-1,"InChI=1S/C5H11O2/c1-3-4-5(2)7-6/h5-6H,2-4H2,1H3",2
429,C5H10OOH2-3,"InChI=1S/C5H11O2/c1-3-4-5(2)7-6/h4-6H,3H2,1-2H3",2
430,C5H10OOH2-4,"InChI=1S/C5H11O2/c1-3-4-5(2)7-6/h3,5-6H,4H2,1-2H3",2
431,C5H10OOH2-5,"InChI=1S/C5H11O2/c1-3-4-5(2)7-6/h5-6H,1,3-4H2,2H3",2
432,C5H10OOH3-1,"InChI=1S/C5H11O2/c1-3-5(4-2)7-6/h5-6H,1,3-4H2,2H3",2
433,C5H10OOH3-2,"InChI=1S/C5H11O2/c1-3-5(4-2)7-6/h3,5-6H,4H2,1-2H3",2
434,C5H10O1-2,"InChI=1S/C5H10O/c1-2-3-5-4-6-5/h5H,2-4H2,1H3",1
435,C5H10O1-3,"InChI=1S/C5H10O/c1-2-5-3-4-6-5/h5H,2-4H2,1H3",1
436,C5H10O1-4,"InChI=1S/C5H10O/c1-5-3-2-4-6-5/h5H,2-4H2,1H3",1
437,C5H10O1-5,InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2,1
438,C5H10O2-3,"InChI=1S/C5H10O/c1-3-5-4(2)6-5/h4-5H,3H2,1-2H3",1
439,C5H10O2-4,"InChI=1S/C5H10O/c1-4-3-5(2)6-4/h4-5H,3H2,1-2H3",1
440,C5H10OOH1-2O2,"InChI=1S/C5H11O4/c1-2-3-5(9-7)4-8-6/h5-6H,2-4H2,1H3",2
441,C5H10OOH1-3O2,"InChI=1S/C5H11O4/c1-2-5(9-7)3-4-8-6/h5-6H,2-4H2,1H3",2
442,C5H10OOH1-4O2,"InChI=1S/C5H11O4/c1-5(9-7)3-2-4-8-6/h5-6H,2-4H2,1H3",2
443,C5H10OOH1-5O2,"InChI=1S/C5H11O4/c6-8-4-2-1-3-5-9-7/h6H,1-5H2",2
444,C5H10OOH2-1O2,"InChI=1S/C5H11O4/c1-2-3-5(9-7)4-8-6/h5,7H,2-4H2,1H3",2
445,C5H10OOH2-3O2,"InChI=1S/C5H11O4/c1-3-5(9-7)4(2)8-6/h4-6H,3H2,1-2H3",2
446,C5H10OOH2-4O2,"InChI=1S/C5H11O4/c1-4(8-6)3-5(2)9-7/h4-6H,3H2,1-2H3",2
447,C5H10OOH2-5O2,"InChI=1S/C5H11O4/c1-5(9-7)3-2-4-8-6/h5,7H,2-4H2,1H3",2
448,C5H10OOH3-1O2,"InChI=1S/C5H11O4/c1-2-5(9-7)3-4-8-6/h5,7H,2-4H2,1H3",2
449,C5H10OOH3-2O2,"InChI=1S/C5H11O4/c1-3-5(9-7)4(2)8-6/h4-5,7H,3H2,1-2H3",2
450,"C5H91-2,3OOH","InChI=1S/C5H11O4/c1-3-5(9-7)4(2)8-6/h4-7H,2-3H2,1H3",2
451,"C5H91-2,4OOH","InChI=1S/C5H11O4/c1-4(8-6)3-5(2)9-7/h4-7H,1,3H2,2H3",2
452,"C5H91-2,5OOH","InChI=1S/C5H11O4/c1-5(9-7)3-2-4-8-6/h5-7H,1-4H2",2
453,"C5H91-3,4OOH","InChI=1S/C5H11O4/c1-3-5(9-7)4(2)8-6/h4-7H,1,3H2,2H3",2
454,"C5H91-3,5OOH","InChI=1S/C5H11O4/c1-2-5(9-7)3-4-8-6/h5-7H,1-4H2",2
455,"C5H91-4,5OOH","InChI=1S/C5H11O4/c1-2-3-5(9-7)4-8-6/h5-7H,1-4H2",2
456,"C5H92-1,3OOH","InChI=1S/C5H11O4/c1-2-5(9-7)3-4-8-6/h3,5-7H,2,4H2,1H3",2
457,"C5H92-1,4OOH","InChI=1S/C5H11O4/c1-5(9-7)3-2-4-8-6/h2,5-7H,3-4H2,1H3",2
458,"C5H92-1,5OOH","InChI=1S/C5H11O4/c6-8-4-2-1-3-5-9-7/h2,6-7H,1,3-5H2",2
459,"C5H92-3,4OOH","InChI=1S/C5H11O4/c1-3-5(9-7)4(2)8-6/h3-7H,1-2H3",2
460,"C5H92-3,5OOH","InChI=1S/C5H11O4/c1-2-5(9-7)3-4-8-6/h2,5-7H,3-4H2,1H3",2
461,"C5H92-4,5OOH","InChI=1S/C5H11O4/c1-2-3-5(9-7)4-8-6/h2,5-7H,3-4H2,1H3",2
462,"C5H93-1,2OOH","InChI=1S/C5H11O4/c1-2-3-5(9-7)4-8-6/h3,5-7H,2,4H2,1H3",2
463,"C5H93-1,4OOH","InChI=1S/C5H11O4/c1-5(9-7)3-2-4-8-6/h3,5-7H,2,4H2,1H3",2
464,"C5H93-1,5OOH","InChI=1S/C5H11O4/c6-8-4-2-1-3-5-9-7/h1,6-7H,2-5H2",2
465,"C5H93-2,4OOH","InChI=1S/C5H11O4/c1-4(8-6)3-5(2)9-7/h3-7H,1-2H3",2
466,C5H91-3OOH,"InChI=1S/C5H10O2/c1-3-5(4-2)7-6/h3,5-6H,1,4H2,2H3",1
467,C5H91-4OOH,"InChI=1S/C5H10O2/c1-3-4-5(2)7-6/h3,5-6H,1,4H2,2H3",1
468,C5H91-5OOH,"InChI=1S/C5H10O2/c1-2-3-4-5-7-6/h2,6H,1,3-5H2",1
469,C5H92-1OOH,"InChI=1S/C5H10O2/c1-2-3-4-5-7-6/h3-4,6H,2,5H2,1H3",1
470,C5H92-4OOH,"InChI=1S/C5H10O2/c1-3-4-5(2)7-6/h3-6H,1-2H3",1
471,C5H92-5OOH,"InChI=1S/C5H10O2/c1-2-3-4-5-7-6/h2-3,6H,4-5H2,1H3",1
472,C5H9O1-2OOH-3,"InChI=1S/C5H10O3/c1-2-4(8-6)5-3-7-5/h4-6H,2-3H2,1H3",1
473,C5H9O1-2OOH-4,"InChI=1S/C5H10O3/c1-4(8-6)2-5-3-7-5/h4-6H,2-3H2,1H3",1
474,C5H9O1-2OOH-5,"InChI=1S/C5H10O3/c6-8-3-1-2-5-4-7-5/h5-6H,1-4H2",1
475,C5H9O1-3OOH-2,"InChI=1S/C5H10O3/c1-2-4-5(8-6)3-7-4/h4-6H,2-3H2,1H3",1
476,C5H9O1-3OOH-4,"InChI=1S/C5H10O3/c1-4(8-6)5-2-3-7-5/h4-6H,2-3H2,1H3",1
477,C5H9O1-3OOH-5,"InChI=1S/C5H10O3/c6-8-4-2-5-1-3-7-5/h5-6H,1-4H2",1
478,C5H9O1-4OOH-2,"InChI=1S/C5H10O3/c1-4-2-5(8-6)3-7-4/h4-6H,2-3H2,1H3",1
479,C5H9O1-4OOH-3,"InChI=1S/C5H10O3/c1-4-5(8-6)2-3-7-4/h4-6H,2-3H2,1H3",1
480,C5H9O1-4OOH-5,"InChI=1S/C5H10O3/c6-8-4-5-2-1-3-7-5/h5-6H,1-4H2",1
481,C5H9O1-5OOH-2,"InChI=1S/C5H10O3/c6-8-5-2-1-3-7-4-5/h5-6H,1-4H2",1
482,C5H9O1-5OOH-3,"InChI=1S/C5H10O3/c6-8-5-1-3-7-4-2-5/h5-6H,1-4H2",1
483,C5H9O2-3OOH-1,"InChI=1S/C5H10O3/c1-2-4-5(8-4)3-7-6/h4-6H,2-3H2,1H3",1
484,C5H9O2-3OOH-4,"InChI=1S/C5H10O3/c1-3-5(7-3)4(2)8-6/h3-6H,1-2H3",1
485,C5H9O2-3OOH-5,"InChI=1S/C5H10O3/c1-4-5(8-4)2-3-7-6/h4-6H,2-3H2,1H3",1
486,C5H9O2-4OOH-1,"InChI=1S/C5H10O3/c1-4-2-5(8-4)3-7-6/h4-6H,2-3H2,1H3",1
487,C5H9O2-4OOH-3,"InChI=1S/C5H10O3/c1-3-5(8-6)4(2)7-3/h3-6H,1-2H3",1
488,C5H9O1-2O-5,"InChI=1S/C5H9O2/c6-3-1-2-5-4-7-5/h5H,1-4H2",2
489,CH2CH2OCH2CH2CHO,"InChI=1S/C5H9O2/c1-2-7-5-3-4-6/h4H,1-3,5H2",2
490,NC5KET12,"InChI=1S/C5H10O3/c1-2-3-5(4-6)8-7/h4-5,7H,2-3H2,1H3",1
491,NC5KET13,"InChI=1S/C5H10O3/c1-2-5(8-7)3-4-6/h4-5,7H,2-3H2,1H3",1
492,NC5KET14,"InChI=1S/C5H10O3/c1-5(8-7)3-2-4-6/h4-5,7H,2-3H2,1H3",1
493,NC5KET15,"InChI=1S/C5H10O3/c6-4-2-1-3-5-8-7/h4,7H,1-3,5H2",1
494,NC5KET21,"InChI=1S/C5H10O3/c1-2-3-5(6)4-8-7/h7H,2-4H2,1H3",1
495,NC5KET23,"InChI=1S/C5H10O3/c1-3-5(8-7)4(2)6/h5,7H,3H2,1-2H3",1
496,NC5KET24,"InChI=1S/C5H10O3/c1-4(6)3-5(2)8-7/h5,7H,3H2,1-2H3",1
497,NC5KET25,"InChI=1S/C5H10O3/c1-5(6)3-2-4-8-7/h7H,2-4H2,1H3",1
498,NC5KET31,"InChI=1S/C5H10O3/c1-2-5(6)3-4-8-7/h7H,2-4H2,1H3",1
499,NC5KET32,"InChI=1S/C5H10O3/c1-3-5(6)4(2)8-7/h4,7H,3H2,1-2H3",1
500,NC5KET12O,"InChI=1S/C5H9O2/c1-2-3-5(7)4-6/h4-5H,2-3H2,1H3",2
501,NC5KET13O,"InChI=1S/C5H9O2/c1-2-5(7)3-4-6/h4-5H,2-3H2,1H3",2
502,NC5KET14O,"InChI=1S/C5H9O2/c1-5(7)3-2-4-6/h4-5H,2-3H2,1H3",2
503,NC5KET15O,"InChI=1S/C5H9O2/c6-4-2-1-3-5-7/h4H,1-3,5H2",2
504,NC5KET21O,"InChI=1S/C5H9O2/c1-2-3-5(7)4-6/h2-4H2,1H3",2
505,NC5KET23O,"InChI=1S/C5H9O2/c1-3-5(7)4(2)6/h5H,3H2,1-2H3",2
506,NC5KET24O,"InChI=1S/C5H9O2/c1-4(6)3-5(2)7/h4H,3H2,1-2H3",2
507,NC5KET25O,"InChI=1S/C5H9O2/c1-5(7)3-2-4-6/h2-4H2,1H3",2
508,NC5KET31O,"InChI=1S/C5H9O2/c1-2-5(7)3-4-6/h2-4H2,1H3",2
509,NC5KET32O,"InChI=1S/C5H9O2/c1-3-5(7)4(2)6/h4H,3H2,1-2H3",2
510,NC5DIONE13,"InChI=1S/C5H8O2/c1-2-5(7)3-4-6/h4H,2-3H2,1H3",1
511,NC5DIONE24,"InChI=1S/C5H8O2/c1-4(6)3-5(2)7/h3H2,1-2H3",1
512,C5H10OH23,"InChI=1S/C5H11O/c1-3-4-5(2)6/h4-6H,3H2,1-2H3",2
513,O2C5H10OH23,"InChI=1S/C5H11O3/c1-3-5(8-7)4(2)6/h4-6H,3H2,1-2H3",2
514,OCH2CHO,"InChI=1S/C2H3O2/c3-1-2-4/h1H,2H2",2
515,CH2OCH2CHO,"InChI=1S/C3H5O2/c1-5-3-2-4/h2H,1,3H2",2
516,C2H4OCHO,"InChI=1S/C3H5O2/c1-3(5)2-4/h2-3H,1H3",2
517,C5H10OOH1-3OH,"InChI=1S/C5H12O3/c1-2-5(6)3-4-8-7/h5-7H,2-4H2,1H3",1
518,C5H10OOH2-4OH,"InChI=1S/C5H12O3/c1-4(6)3-5(2)8-7/h4-7H,3H2,1-2H3",1
519,C5H10OOH3-1OH,"InChI=1S/C5H12O3/c1-2-5(8-7)3-4-6/h5-7H,2-4H2,1H3",1
520,NC5CYCPER13,"InChI=1S/C5H10O3/c1-2-4-3-5(6)8-7-4/h4-6H,2-3H2,1H3",1
521,NC5CYCPER24,"InChI=1S/C5H10O3/c1-4-3-5(2,6)8-7-4/h4,6H,3H2,1-2H3",1
522,NC5CYCPER31,"InChI=1S/C5H10O3/c1-2-5(6)3-4-7-8-5/h6H,2-4H2,1H3",1
523,IC5H12,"InChI=1S/C5H12/c1-4-5(2)3/h5H,4H2,1-3H3",1
524,AC5H11,"InChI=1S/C5H11/c1-4-5(2)3/h5H,2,4H2,1,3H3",2
525,BC5H11,"InChI=1S/C5H11/c1-4-5(2)3/h4H2,1-3H3",2
526,CC5H11,"InChI=1S/C5H11/c1-4-5(2)3/h4-5H,1-3H3",2
527,DC5H11,"InChI=1S/C5H11/c1-4-5(2)3/h5H,1,4H2,2-3H3",2
528,AC5H9O-A2,"InChI=1S/C5H9O/c1-3-5(2)4-6/h2-4H2,1H3",2
529,AC5H11O2H,"InChI=1S/C5H12O2/c1-3-5(2)4-7-6/h5-6H,3-4H2,1-2H3",1
530,BC5H11O2H,"InChI=1S/C5H12O2/c1-4-5(2,3)7-6/h6H,4H2,1-3H3",1
531,CC5H11O2H,"InChI=1S/C5H12O2/c1-4(2)5(3)7-6/h4-6H,1-3H3",1
532,DC5H11O2H,"InChI=1S/C5H12O2/c1-5(2)3-4-7-6/h5-6H,3-4H2,1-2H3",1
533,AC5H11O2,"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h5H,3-4H2,1-2H3",2
